locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBNEHJNM_02267	CDS	738	glpQ_3	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
MBNEHJNM_02268	CDS	627	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
MBNEHJNM_02269	CDS	294				hypothetical protein
MBNEHJNM_02270	CDS	624	mntP_1			manganese efflux pump MntP
MBNEHJNM_02271	CDS	633				hypothetical protein
MBNEHJNM_02272	CDS	96				hypothetical protein
MBNEHJNM_02273	CDS	1119		1.-.-.-		putative oxidoreductase
MBNEHJNM_02274	CDS	216	gerPF_3			putative spore germination protein GerPF
MBNEHJNM_02275	CDS	213	gerPF_4			putative spore germination protein GerPF
MBNEHJNM_02276	CDS	1182	alr2	5.1.1.1	COG0787	Alanine racemase 2
MBNEHJNM_02277	CDS	801	spo0A_2		COG0784	Stage 0 sporulation protein A
MBNEHJNM_02278	CDS	1281	spoIVB	3.4.21.116	COG0750	SpoIVB peptidase
MBNEHJNM_02279	CDS	1731	recN		COG0497	DNA repair protein RecN
MBNEHJNM_02280	CDS	450	argR		COG1438	Arginine repressor
MBNEHJNM_02281	CDS	846	tlyA		COG1189	Hemolysin A
MBNEHJNM_02282	CDS	1902	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MBNEHJNM_02283	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
MBNEHJNM_02284	CDS	255	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MBNEHJNM_02285	CDS	1344	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MBNEHJNM_02286	CDS	852	folD		COG0190	Bifunctional protein FolD protein
MBNEHJNM_02287	CDS	393	nusB			Transcription antitermination protein NusB
MBNEHJNM_02288	CDS	408				putative protein
MBNEHJNM_02289	CDS	1353	accC	6.3.4.14	COG0439	Biotin carboxylase
MBNEHJNM_02290	CDS	480	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MBNEHJNM_02291	CDS	651	spoIIIAH			Stage III sporulation protein AH
MBNEHJNM_02292	CDS	693				hypothetical protein
MBNEHJNM_02293	CDS	621				hypothetical protein
MBNEHJNM_02294	CDS	1209	spoIIIAE			Stage III sporulation protein AE
MBNEHJNM_02295	CDS	303				hypothetical protein
MBNEHJNM_02296	CDS	207				hypothetical protein
MBNEHJNM_02297	CDS	516	spoIIIAB			Stage III sporulation protein AB
MBNEHJNM_02298	CDS	924				hypothetical protein
MBNEHJNM_02299	CDS	282				hypothetical protein
MBNEHJNM_02300	CDS	558	efp			Elongation factor P
MBNEHJNM_02301	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
MBNEHJNM_02302	CDS	531				hypothetical protein
MBNEHJNM_02303	CDS	957				hypothetical protein
MBNEHJNM_02304	CDS	396				hypothetical protein
MBNEHJNM_02305	CDS	876				hypothetical protein
MBNEHJNM_02306	CDS	429	mntR		COG1321	Transcriptional regulator MntR
MBNEHJNM_02307	CDS	837	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
MBNEHJNM_02308	CDS	381	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
MBNEHJNM_02309	CDS	1476	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
MBNEHJNM_02310	CDS	1347	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
MBNEHJNM_02311	CDS	1101	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
MBNEHJNM_02312	CDS	1671	rapA_3	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
MBNEHJNM_02313	CDS	795				hypothetical protein
MBNEHJNM_02314	CDS	174	sinI			Protein SinI
MBNEHJNM_02315	CDS	342	sinR_1		COG1396	HTH-type transcriptional regulator SinR
MBNEHJNM_02316	CDS	786	tasA			Spore coat-associated protein N
MBNEHJNM_02317	CDS	585	sipW	3.4.21.89	COG0681	Signal peptidase I W
MBNEHJNM_02318	CDS	672				hypothetical protein
MBNEHJNM_02319	CDS	330	yqzG			putative protein YqzG
MBNEHJNM_02320	CDS	180				hypothetical protein
MBNEHJNM_02321	CDS	378	comGG			ComG operon protein 7
MBNEHJNM_02322	CDS	405				hypothetical protein
MBNEHJNM_02323	CDS	321				hypothetical protein
MBNEHJNM_02324	CDS	438				hypothetical protein
MBNEHJNM_02325	CDS	309	comGC		COG4537	ComG operon protein 3
MBNEHJNM_02326	CDS	1038	epsF_1		COG1459	Type II secretion system protein F
MBNEHJNM_02327	CDS	1071	comGA		COG2804	ComG operon protein 1
MBNEHJNM_02328	CDS	951	corA_2		COG0598	Magnesium transport protein CorA
MBNEHJNM_02329	CDS	1302				hypothetical protein
MBNEHJNM_02330	CDS	831	rsbRD_2			RsbT co-antagonist protein RsbRD
MBNEHJNM_02331	tRNA	71				tRNA-Gln(ttg)
MBNEHJNM_02332	CDS	381	mgsR_1		COG1393	Regulatory protein MgsR
MBNEHJNM_02333	CDS	246				hypothetical protein
MBNEHJNM_02334	CDS	639		3.-.-.-		putative metallo-hydrolase
MBNEHJNM_02335	CDS	174				hypothetical protein
MBNEHJNM_02336	CDS	315				hypothetical protein
MBNEHJNM_02337	CDS	1038				hypothetical protein
MBNEHJNM_02338	CDS	1128		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
MBNEHJNM_02339	CDS	963	glcK	2.7.1.2	COG1940	Glucokinase
MBNEHJNM_02340	CDS	1365	nhaC_2		COG1757	Na(+)/H(+) antiporter NhaC
MBNEHJNM_02341	CDS	174				hypothetical protein
MBNEHJNM_02342	CDS	555	yqgN		COG0212	putative protein YqgN
MBNEHJNM_02343	CDS	150	rpmGA		COG0267	50S ribosomal protein L33 1
MBNEHJNM_02344	CDS	354				hypothetical protein
MBNEHJNM_02345	CDS	465				hypothetical protein
MBNEHJNM_02346	CDS	783	pstB3_2	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
MBNEHJNM_02347	CDS	807	pstB3_3	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
MBNEHJNM_02348	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
MBNEHJNM_02349	CDS	930	pstC		COG0573	Phosphate transport system permease protein PstC
MBNEHJNM_02350	CDS	903	pstS1		COG0226	Phosphate-binding protein PstS 1
MBNEHJNM_02351	CDS	333				hypothetical protein
MBNEHJNM_02352	CDS	729				hypothetical protein
MBNEHJNM_02353	CDS	2148	pbpH_2		COG0768	Penicillin-binding protein H
MBNEHJNM_02354	CDS	1290				hypothetical protein
MBNEHJNM_02355	CDS	606	sodA_2	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MBNEHJNM_02356	CDS	483				hypothetical protein
MBNEHJNM_02357	CDS	762				hypothetical protein
MBNEHJNM_02358	CDS	303				hypothetical protein
MBNEHJNM_02359	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MBNEHJNM_02360	CDS	372				hypothetical protein
MBNEHJNM_02361	CDS	582		3.1.3.-	COG5663	Nucleotidase
MBNEHJNM_02362	CDS	411	zur		COG0735	Zinc-specific metallo-regulatory protein
MBNEHJNM_02363	CDS	882				hypothetical protein
MBNEHJNM_02364	CDS	255				hypothetical protein
MBNEHJNM_02365	CDS	894	nfo	3.1.21.2	COG0648	putative endonuclease 4
MBNEHJNM_02366	CDS	1317	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
MBNEHJNM_02367	CDS	696				hypothetical protein
MBNEHJNM_02368	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
MBNEHJNM_02369	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
MBNEHJNM_02370	CDS	756	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
MBNEHJNM_02371	CDS	363	cccA_2		COG2010	Cytochrome c-550
MBNEHJNM_02372	CDS	1122	sigA		COG0568	RNA polymerase sigma factor SigA
MBNEHJNM_02373	CDS	1812	dnaG	2.7.7.-	COG0358	DNA primase
MBNEHJNM_02374	CDS	507				hypothetical protein
MBNEHJNM_02375	CDS	813	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
MBNEHJNM_02376	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
MBNEHJNM_02377	CDS	2040	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MBNEHJNM_02378	CDS	888	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MBNEHJNM_02379	CDS	768	recO		COG1381	DNA repair protein RecO
MBNEHJNM_02380	CDS	144				hypothetical protein
MBNEHJNM_02381	CDS	906	era		COG1159	GTPase Era
MBNEHJNM_02382	CDS	411	cdd	3.5.4.5	COG0295	Cytidine deaminase
MBNEHJNM_02383	CDS	381	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
MBNEHJNM_02384	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
MBNEHJNM_02385	CDS	2133	pgpH	3.1.4.-		Cyclic-di-AMP phosphodiesterase PgpH
MBNEHJNM_02386	CDS	960			COG1702	PhoH-like protein
MBNEHJNM_02387	CDS	1185				hypothetical protein
MBNEHJNM_02388	CDS	282				hypothetical protein
MBNEHJNM_02389	CDS	435				hypothetical protein
MBNEHJNM_02390	CDS	993				hypothetical protein
MBNEHJNM_02391	CDS	1317				hypothetical protein
MBNEHJNM_02392	CDS	447	yqeY		COG1610	putative protein YqeY
MBNEHJNM_02393	CDS	174	rpsU		COG0828	30S ribosomal protein S21
MBNEHJNM_02394	CDS	936				hypothetical protein
MBNEHJNM_02395	CDS	1356	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
MBNEHJNM_02396	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MBNEHJNM_02397	CDS	936	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MBNEHJNM_02398	CDS	1128	dnaJ			Chaperone protein DnaJ
MBNEHJNM_02399	CDS	1839	dnaK		COG0443	Chaperone protein DnaK
MBNEHJNM_02400	CDS	576	grpE		COG0576	Protein GrpE
MBNEHJNM_02401	CDS	1035	hrcA		COG1420	Heat-inducible transcription repressor HrcA
MBNEHJNM_02402	CDS	1140	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
MBNEHJNM_02403	CDS	1836	lepA	3.6.5.-		Elongation factor 4
MBNEHJNM_02404	CDS	339				hypothetical protein
MBNEHJNM_02405	CDS	1194				hypothetical protein
MBNEHJNM_02406	CDS	1107	gpr	3.4.24.78		Germination protease
MBNEHJNM_02407	CDS	267	rpsT		COG0268	30S ribosomal protein S20
MBNEHJNM_02408	CDS	1023	yqeN		COG1466	putative protein YqeN
MBNEHJNM_02409	CDS	2352	comEC		COG0658	ComE operon protein 3
MBNEHJNM_02410	CDS	570	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
MBNEHJNM_02411	CDS	615	comEA		COG1555	ComE operon protein 1
MBNEHJNM_02412	CDS	822	proC_3	1.5.1.2		Pyrroline-5-carboxylate reductase
MBNEHJNM_02413	CDS	738		2.1.1.156		Glycine/sarcosine N-methyltransferase
MBNEHJNM_02414	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
MBNEHJNM_02415	CDS	561				hypothetical protein
MBNEHJNM_02416	CDS	570	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
MBNEHJNM_02417	CDS	291			COG1534	RNA-binding protein
MBNEHJNM_02418	CDS	843	aroE_3	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MBNEHJNM_02419	CDS	1101	yqeH		COG1161	putative protein YqeH
MBNEHJNM_02420	CDS	519	gph	3.1.3.18		Phosphoglycolate phosphatase
MBNEHJNM_02421	CDS	135				hypothetical protein
MBNEHJNM_02422	CDS	747	axe2	3.1.1.72		Acetylxylan esterase
MBNEHJNM_02423	CDS	735	pdaC_1	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
MBNEHJNM_02424	CDS	627	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
MBNEHJNM_02425	CDS	243				hypothetical protein
MBNEHJNM_02426	CDS	1257				hypothetical protein
MBNEHJNM_02427	CDS	723	sigK		COG1191	RNA polymerase sigma-K factor
MBNEHJNM_02428	CDS	843	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
MBNEHJNM_02429	CDS	528				hypothetical protein
MBNEHJNM_02430	CDS	417	psiE		COG3223	Protein PsiE
MBNEHJNM_02431	CDS	1299				hypothetical protein
MBNEHJNM_02432	CDS	696	walR_1		COG0745	Transcriptional regulatory protein WalR
MBNEHJNM_02433	CDS	153				hypothetical protein
MBNEHJNM_02434	CDS	1218				hypothetical protein
MBNEHJNM_02435	CDS	552				hypothetical protein
MBNEHJNM_02436	CDS	534				hypothetical protein
MBNEHJNM_02437	CDS	483				hypothetical protein
MBNEHJNM_02438	CDS	501				hypothetical protein
MBNEHJNM_02439	CDS	285				hypothetical protein
MBNEHJNM_02440	CDS	804	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
MBNEHJNM_02441	CDS	813	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
MBNEHJNM_02442	CDS	726	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
MBNEHJNM_02443	CDS	948	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
MBNEHJNM_02444	CDS	1959	manP		COG1299	PTS system mannose-specific EIIBCA component
MBNEHJNM_02445	CDS	1953	manR		COG1762	Transcriptional regulator ManR
MBNEHJNM_02446	CDS	918			COG2220	putative protein
MBNEHJNM_02447	CDS	483	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MBNEHJNM_02448	CDS	885	gltC_3			HTH-type transcriptional regulator GltC
MBNEHJNM_02449	CDS	1209	ynfM_1			Inner membrane transport protein YnfM
MBNEHJNM_02450	CDS	3162	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
MBNEHJNM_02451	CDS	567	bm3R1_2			HTH-type transcriptional repressor Bm3R1
MBNEHJNM_02452	CDS	540	yrhH	2.1.1.-	COG0500	Putative methyltransferase YrhH
MBNEHJNM_02453	CDS	141				hypothetical protein
MBNEHJNM_02454	CDS	801	focA		COG2116	putative formate transporter 1
MBNEHJNM_02455	CDS	369				hypothetical protein
MBNEHJNM_02456	CDS	2988		1.17.1.9		Putative formate dehydrogenase
MBNEHJNM_02457	CDS	492				hypothetical protein
MBNEHJNM_02458	CDS	231				hypothetical protein
MBNEHJNM_02459	CDS	1143	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
MBNEHJNM_02460	CDS	924	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
MBNEHJNM_02461	CDS	696	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MBNEHJNM_02462	CDS	642	yrrT	2.1.1.-		putative methyltransferase YrrT
MBNEHJNM_02463	CDS	204				hypothetical protein
MBNEHJNM_02464	CDS	717				hypothetical protein
MBNEHJNM_02465	CDS	1755	pbpI		COG0768	Penicillin-binding protein 4B
MBNEHJNM_02466	CDS	474	greA		COG0782	Transcription elongation factor GreA
MBNEHJNM_02467	CDS	636	udk	2.7.1.48		Uridine kinase
MBNEHJNM_02468	CDS	1269	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
MBNEHJNM_02469	CDS	930	ydcP_2	3.4.-.-	COG0826	putative protease YdcP
MBNEHJNM_02470	CDS	654	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
MBNEHJNM_02471	CDS	1092	mltG	4.2.2.-		Endolytic murein transglycosylase
MBNEHJNM_02472	CDS	282				hypothetical protein
MBNEHJNM_02473	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MBNEHJNM_02474	CDS	267				hypothetical protein
MBNEHJNM_02475	CDS	2637	alaS	6.1.1.7		Alanine--tRNA ligase
MBNEHJNM_02476	CDS	1062			COG0628	Putative transport protein
MBNEHJNM_02477	CDS	729	glnQ	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
MBNEHJNM_02478	CDS	828	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
MBNEHJNM_02479	CDS	651	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
MBNEHJNM_02480	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
MBNEHJNM_02481	CDS	132				hypothetical protein
MBNEHJNM_02482	CDS	192				hypothetical protein
MBNEHJNM_02483	CDS	459				hypothetical protein
MBNEHJNM_02484	CDS	2379	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
MBNEHJNM_02485	CDS	651	yrrB			TPR repeat-containing protein YrrB
MBNEHJNM_02486	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
MBNEHJNM_02487	CDS	1140	iscS_1	2.8.1.7		Cysteine desulfurase IscS
MBNEHJNM_02488	CDS	378	cymR			HTH-type transcriptional regulator CymR
MBNEHJNM_02489	CDS	1269			COG2256	putative AAA domain-containing protein
MBNEHJNM_02490	CDS	765	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MBNEHJNM_02491	CDS	1779	aspS	6.1.1.12		Aspartate--tRNA ligase
MBNEHJNM_02492	CDS	1275	hisS	6.1.1.21		Histidine--tRNA ligase
MBNEHJNM_02493	CDS	168				hypothetical protein
MBNEHJNM_02494	CDS	171				hypothetical protein
MBNEHJNM_02495	CDS	1563	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
MBNEHJNM_02496	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MBNEHJNM_02497	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
MBNEHJNM_02498	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
MBNEHJNM_02499	CDS	948				hypothetical protein
MBNEHJNM_02500	CDS	1386	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MBNEHJNM_02501	CDS	327	lapA			Lipopolysaccharide assembly protein A
MBNEHJNM_02502	CDS	498	khtT_2		COG0490	K(+)/H(+) antiporter subunit KhtT
MBNEHJNM_02503	CDS	2220	secDF		COG0341	Protein translocase subunit SecDF
MBNEHJNM_02504	CDS	297	comN			Post-transcriptional regulator ComN
MBNEHJNM_02505	CDS	1557	spoVB		COG2244	Stage V sporulation protein B
MBNEHJNM_02506	CDS	657				hypothetical protein
MBNEHJNM_02507	CDS	387				hypothetical protein
MBNEHJNM_02508	CDS	261	yajC		COG1862	Sec translocon accessory complex subunit YajC
MBNEHJNM_02509	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
MBNEHJNM_02510	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MBNEHJNM_02511	CDS	201				hypothetical protein
MBNEHJNM_02512	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MBNEHJNM_02513	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MBNEHJNM_02514	CDS	510	bofC			Protein BofC
MBNEHJNM_02515	CDS	120				hypothetical protein
MBNEHJNM_02516	CDS	594	coxA			Sporulation cortex protein CoxA
MBNEHJNM_02517	CDS	1221	safA			SpoIVD-associated factor A
MBNEHJNM_02518	CDS	1104	nadA	2.5.1.72	COG0379	Quinolinate synthase A
MBNEHJNM_02519	CDS	849	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
MBNEHJNM_02520	CDS	1566	nadB	1.4.3.16	COG0029	L-aspartate oxidase
MBNEHJNM_02521	CDS	1152	nifS	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
MBNEHJNM_02522	CDS	543	nadR		COG1827	Transcription repressor NadR
MBNEHJNM_02523	CDS	858	pheA		COG0077	P-protein
MBNEHJNM_02524	CDS	444				hypothetical protein
MBNEHJNM_02525	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
MBNEHJNM_02526	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
MBNEHJNM_02527	CDS	285	rpmA		COG0211	50S ribosomal protein L27
MBNEHJNM_02528	CDS	342				hypothetical protein
MBNEHJNM_02529	CDS	309	rplU		COG0261	50S ribosomal protein L21
MBNEHJNM_02530	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
MBNEHJNM_02531	CDS	804	spoIVFA		COG0739	Stage IV sporulation protein FA
MBNEHJNM_02532	CDS	804	minD		COG2894	Septum site-determining protein MinD
MBNEHJNM_02533	CDS	681	minC		COG0850	Septum site-determining protein MinC
MBNEHJNM_02534	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
MBNEHJNM_02535	CDS	864	mreC		COG1792	Cell shape-determining protein MreC
MBNEHJNM_02536	CDS	1014	mreB		COG1077	Rod shape-determining protein MreB
MBNEHJNM_02537	CDS	696				hypothetical protein
MBNEHJNM_02538	CDS	570	maf		COG0424	Septum formation protein Maf
MBNEHJNM_02539	CDS	1002	spoIIB			Stage II sporulation protein B
MBNEHJNM_02540	CDS	753	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
MBNEHJNM_02541	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
MBNEHJNM_02542	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
MBNEHJNM_02543	CDS	192				hypothetical protein
MBNEHJNM_02544	CDS	1035				hypothetical protein
MBNEHJNM_02545	CDS	1842	spoVID			Stage VI sporulation protein D
MBNEHJNM_02546	CDS	1290	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MBNEHJNM_02547	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
MBNEHJNM_02548	CDS	780				hypothetical protein
MBNEHJNM_02549	CDS	942	hemC	2.5.1.61		Porphobilinogen deaminase
MBNEHJNM_02550	CDS	831	ccsA_2			Cytochrome c biogenesis protein CcsA
MBNEHJNM_02551	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
MBNEHJNM_02552	CDS	492				hypothetical protein
MBNEHJNM_02553	CDS	588	engB		COG0218	putative GTP-binding protein EngB
MBNEHJNM_02554	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
MBNEHJNM_02555	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
MBNEHJNM_02556	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MBNEHJNM_02557	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
MBNEHJNM_02558	CDS	1005				hypothetical protein
MBNEHJNM_02559	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
MBNEHJNM_02560	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
MBNEHJNM_02561	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
MBNEHJNM_02562	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
MBNEHJNM_02563	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MBNEHJNM_02564	CDS	519	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
MBNEHJNM_02565	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
MBNEHJNM_02566	CDS	351				hypothetical protein
MBNEHJNM_02567	CDS	186				hypothetical protein
MBNEHJNM_02568	tRNA	76				tRNA-Arg(tct)
MBNEHJNM_02569	tRNA	76				tRNA-Arg(tct)
MBNEHJNM_02570	CDS	510		3.1.4.-		Putative metallophosphoesterase MG207 
MBNEHJNM_02571	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
MBNEHJNM_02572	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
MBNEHJNM_02573	CDS	1086	gerM		COG5401	Spore germination protein GerM
MBNEHJNM_02574	CDS	816	racE	5.1.1.3	COG0796	Glutamate racemase 1
MBNEHJNM_02575	CDS	441	yusO_4			putative HTH-type transcriptional regulator YusO
MBNEHJNM_02576	CDS	225	gerE		COG2771	Spore germination protein GerE
MBNEHJNM_02577	CDS	438				hypothetical protein
MBNEHJNM_02578	CDS	759	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
MBNEHJNM_02579	CDS	1761	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
MBNEHJNM_02580	CDS	609	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
MBNEHJNM_02581	CDS	447	yslB			putative protein YslB
MBNEHJNM_02582	CDS	1230	lysC_2	2.7.2.4	COG0527	Aspartokinase 2
MBNEHJNM_02583	CDS	1773	uvrC_1		COG0322	UvrABC system protein C
MBNEHJNM_02584	CDS	315	trxA_1		COG0526	Thioredoxin
MBNEHJNM_02585	CDS	1491	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
MBNEHJNM_02586	CDS	978	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
MBNEHJNM_02587	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
MBNEHJNM_02588	CDS	780	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
MBNEHJNM_02589	CDS	591	fadR			Fatty acid metabolism regulator protein
MBNEHJNM_02590	CDS	1689	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MBNEHJNM_02591	CDS	675				hypothetical protein
MBNEHJNM_02592	CDS	405				hypothetical protein
MBNEHJNM_02593	CDS	2358	mutS2	3.1.-.-		Endonuclease MutS2
MBNEHJNM_02594	CDS	1749	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
MBNEHJNM_02595	CDS	534				hypothetical protein
MBNEHJNM_02596	CDS	258	zapA		COG3027	Cell division protein ZapA
MBNEHJNM_02597	CDS	942	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
MBNEHJNM_02598	CDS	2415	pheT_1	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MBNEHJNM_02599	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MBNEHJNM_02600	CDS	747		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MBNEHJNM_02601	CDS	216	sspI			Small, acid-soluble spore protein I
MBNEHJNM_02602	CDS	1086	cdaR_2		COG3835	Carbohydrate diacid regulator
MBNEHJNM_02603	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MBNEHJNM_02604	CDS	1329	lutA_1		COG0247	Lactate utilization protein A
MBNEHJNM_02605	CDS	1797	cstA		COG1966	Peptide transporter CstA
MBNEHJNM_02606	CDS	1500	abfA	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
MBNEHJNM_02607	CDS	843	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
MBNEHJNM_02608	CDS	942	araP_1		COG1175	L-arabinose transport system permease protein AraP
MBNEHJNM_02609	CDS	1296	araN		COG1653	putative arabinose-binding protein
